Experience_Years,Salary
8.116262258099887,10175.58195740268
19.06357182178841,36177.2428778641
14.9078848944167,22582.68240809785
,
3.964354168406294,10991.67211662872
3.96389588638785,13825.34864226032
,
17.45734676972377,30313.83839469037
,
14.45337897812486,26386.89958474791
1.391105391620246,6604.515267003901
19.42828719107789,32704.81363455559
,
5.034443102887247,10426.47839853183
4.454674376934912,8174.082387669016
4.484685687215243,9165.678377089314
6.780602616231217,9784.990295956053
10.97037220101252,19258.87904792928
9.206955354200199,14833.25081699846
,
12.62520499972521,22297.59580189477
3.650383352388795,11259.57960127239
6.550748322169145,14662.75569525834
7.960875022580142,11800.31132662386
9.665329700123683,15518.73827704485
15.91834326646726,28759.05727567732
4.793801861008835,8225.728004436634
,
12.25587680837881,22483.91941061731
1.882557841679957,3887.147852792665
,
4.239958350058539,6691.886535251399
2.235980266720311,5151.235112178039
19.02882520781333,32182.80168000507
19.34700862841663,28834.5254755616
,
6.787661614294043,13142.2168235877
,
14.00042750373098,24448.46952372579
9.362897381052425,19772.62693152633
3.318726462050797,8228.538698372011
10.40836129211413,17753.73085592069
1.65338190118915,5724.667857848292
18.27708763949686,31502.22751731806
5.916819650400321,11972.94961625189
13.58792340272566,23463.06848649625
6.922510445698808,11979.7822929347
,
,
,
19.42210792752661,29645.43542050735
,
18.85047988971959,29838.905303441
,
12.36009959741062,20950.25003953187
18.51561046543922,33268.8998435063
,
4.723674385963759,10643.49990339324
,
7.181276284502022,18062.21268229981
,
6.155631603704022,12853.08882601009
,
7.778313207178196,15495.06800567029
6.337755684060235,12136.05820833494
,
3.677560274520491,8603.963355738955
16.24174263432676,27068.60994823316
2.416462229915646,8552.451578463288
19.75085179540983,37047.32369629745
15.67265061663649,25393.99235493907
4.775597949149276,7423.790964565758
1.104920225348446,4480.816241320159
,
14.43028953310472,23038.08516371763
,
15.65413658703297,29836.60650870233
2.406848382947717,5503.096091005586
,
3.201512130977465,11059.06144272327
,
,
7.287062472200335,12767.23188040321
2.207608655434449,4281.899521765939
6.908664112597582,12064.44107876436
7.178483118508193,11319.84414423778
14.86251738842322,25361.94301915328
,
,
9.972083578077036,14846.3340747083
,
,
15.45491592372105,22194.90260043867
11.66426675382043,21244.51327042579
,
10.38211633092342,16153.89245900273
10.93192375825789,22743.03041106224
9.123279348812442,17522.95704195075
,
3.049937112872785,7463.367513993765
1.597154528047951,6512.385617115372
,
,
10.66284313212935,17152.9175120353
,
5.736552353828624,8777.399536932975
8.797275537676965,15973.46118381805
,
,
2.462618286747067,9166.113780541475
6.505277605361592,14940.53664923093
,
18.66425539450889,28811.75756241817
16.35428721172392,26898.61391819628
13.03467137369805,24978.20246050544
,
16.26976946108318,32043.31327158815
4.544831118834681,10603.88235704076
17.95862097130958,30322.02968994443
,
,
18.02573469854637,29733.66237505847
7.042066024465414,14979.3163900753
3.090986566025858,9549.884482627956
5.330768088296892,9424.17321142944
9.11504798389887,14010.10606873275
,
17.35388108187053,30046.80427663088
1.132090480092623,2491.402507791187
10.70419874897375,14750.51693755566
8.930809059826801,17173.37079880213
,
3.277441979339973,7904.021145930174
,
18.91528437433787,31536.58527860193
,
10.85702181312396,21123.68568566147
14.35736021900838,23955.49124013527
7.908962445206585,15398.22829595368
19.46385957169825,32839.18496993941
,
5.783863620681919,13659.88013009592
,
6.716687886518623,11563.54151079225
6.411969393171884,13690.97377689863
1.700851999736123,3754.34203602211
12.58172234561804,21928.94583316532
10.55090144134837,18808.11416873414
,
6.294282820495617,13390.82069650333
18.25705183336642,30335.52383255935
5.551675922672476,12963.04648240929
3.753002569733239,11409.91895263449
10.2996024452737,19565.02428061427
,
5.599050158718508,8774.902773377442
13.77057540071169,21525.63577491679
15.47077269124563,25595.70962815911
,
,
7.987879521665811,15095.11913229293
13.01381078127801,23580.10168063048
13.037064504457,22414.59920056732
,
2.715505631033758,7202.207276170878
16.87074741619552,24355.18799158554
7.094821234462981,11763.56106405696
,
1.774727689540514,3242.702048628556
,
13.87372287500337,26872.08597719244
1.315168749629267,7410.276827838534
10.72976810768634,18667.76641966909
5.303419728760821,13936.58186684114
13.25828301777955,23184.75944107354
4.312962151094837,8795.271284406177
14.12781702394685,22964.9202088384
,
18.79786978599796,30420.45104191448
3.612897938773872,8760.179352911782
7.480260669954911,14541.5389670321
,
18.56917874729269,31727.64446043174
17.66944771423864,31885.46412093064
5.900890926587957,13750.44466076458
13.5396968746494,20339.74937507429
,
11.54881542038978,22191.86295306322
11.06336098876412,16861.28408631534
5.595193527108582,10943.25948687751
,
18.04709940111321,26466.68822650977
18.10794308610328,31244.84008556449
13.02892768819209,24061.70185289343
,
,
14.79315789853455,24097.24795129686
18.04509493909897,30851.25041945354
,
15.81763537129485,27093.17289650059
13.19860127693147,22767.28221705121
,
,
18.07252958201451,28162.65649125865
,
,
2.92795931445461,7337.329892662051
13.60653361305306,21543.2645014332
1.096170093078155,3757.690637234212
4.055352976932475,7313.424037344909
11.42594199796514,19793.02087710086
,
13.38726393054941,20337.0936099614
5.261116879750636,7664.552523872471
14.53140520560318,27739.44846339199
,
,
15.18333669724246,27854.81442065584
13.34302508189708,21803.30654337189
17.13524479938938,32354.88662617794
13.49464495370652,24597.81917323832
11.79786346337396,19720.97237876954
2.779820588733757,11484.34730963164
,
6.038844985952784,13542.45822294779
5.635803224202588,12052.28999711687
19.48720054029647,34834.28338924229
,
17.94888454836515,29987.33512067926
12.99163389394799,20980.61510022962
16.10141476729132,28072.06643681521
,
11.96117380790082,24968.53520690448
10.35783618255841,18809.8249360031
4.709616768162846,9333.782049620051
14.7265901899686,25459.24589668272
,
1.462003362197623,3249.776966275132
13.26397362223619,25296.78824924313
,
18.86871310270537,29209.24768869418
,
18.38242341418852,32945.04343060878
8.033015304853443,16487.4295786103
1.293675714048481,6932.608942684355
18.63805268916678,29443.48885661125
9.135498818028973,13859.62689355977
19.36644156182972,35052.32964665555
,
17.20717965387984,28309.10344790967
6.594528949322128,15548.18170768131
8.316856843436579,16587.74528395619
17.17159675882028,29669.17068239364
7.021518097969276,17862.28183675608
4.220362187035757,8043.506819793351
,
18.78694070905484,31294.43731337643
14.22456613682449,24874.03376296324
,
,
12.68513730728423,23104.2981190256
19.811023151981,34861.5494025911
,
10.848263394911,17593.97575768848
,
15.07460373732988,21679.19242724282
14.24329907891009,28477.36287824578
,
,
6.578245041025374,12313.74096176022
,
16.39215449890443,29219.70617343524
17.47437405302197,30932.50805625245
18.35157049857295,29361.20087072155
10.71550557835782,18739.0149399639
,
16.16760840036873,26754.030348186
13.34931468477754,26238.66317920629
14.33737066789636,25488.00590512105
16.12006071928592,28649.84665102851
,
7.421907980179181,16479.80968523942
8.136076100158936,15566.15726764582
,
11.98732267892731,21780.35992189624
1.6829032021381,4221.641015623492
9.846362344516743,16712.3101532756
11.31024805944396,21138.10012667612
,
12.22583195081121,21381.29107968893
1.579504748841939,5986.923148460836
1.709615586235074,8968.853268623086
,
7.843622186813995,19968.79950858178
3.414149740385811,9252.243901841804
10.92262194104128,15862.40739325029
15.62987750887361,27951.49950551947
5.10059952244002,11413.21605342559
,
,
1.981952702203546,5696.017085337771
,
,
,
,
19.54118950978816,33488.94107352346
10.80970661772271,22554.36893528688
7.136172985883674,14493.60253847147
16.10853770060537,24771.04042683768
,
,
,
1.481664124893693,4954.461853994704
19.29031987888058,31964.85620777926
,
,
8.770105943871128,15913.26261859113
4.29259208134607,10277.95300983316
3.972303810750635,7183.471360521751
5.754615065127311,10757.00599704415
11.43530662941629,21597.72265977997
,
13.54375015763689,26769.55293892216
6.318744041972914,11678.84369173017
19.14244033260069,32163.02995040481
,
11.53272699771661,17462.35903070886
12.62269417845269,18412.42364371748
8.972401186128009,13407.28915005182
5.706888800521992,14085.50140763735
,
,
1.273476283965361,3781.719228633265
3.205380169631408,8177.172860841186
1.874050198413302,8895.295202755704
,
,
14.36949932822045,26970.98145351696
10.00930275265918,20062.0791806117
2.858849052369028,8473.327476955908
10.34070162721981,20067.774593163
,
4.290835528290288,7799.855525590819
9.243181335521488,16858.02308846033
8.571589953550095,15517.01568527529
12.70115186299211,21145.27169583362
13.06677936648523,23992.94394464128
1.860776185668846,7701.774695644291
,
12.89133839857049,25292.06775996626
,
17.27330698257812,28522.64155530775
13.51517900075996,21839.12385993432
4.095754114547164,5410.557937674627
2.340806200608167,6345.847929226852
13.20596628592,22565.45441211343
1.503714900290814,8282.471836920484
12.1297360441958,22456.22743540326
18.8643745870742,29248.18823195288
,
8.375228597923916,18004.91028793658
13.22247615040471,23997.9096325443
9.706804919338817,17107.23918130856
11.36671899700276,18131.20002205719
18.88783136675398,30587.33349798886
8.335950118214711,17681.42241673044
19.26262071265437,35663.10368085078
