AT,V,AP,RH,PE
15.607064635047138,52.28967593556134,1002.4085817263266,28.506527332369334,539.8195909883419
38.07785794998673,70.3597740242306,992.29374309685,59.00078939021059,482.47219373944284
29.5477637306448,47.11860100141821,1031.0461155865432,26.054023522927924,522.6570021953275
24.347680883684426,30.631695453624708,1029.7442340843058,85.04094981687777,528.2542801959453
7.084726977255024,28.38281550522512,1033.6859167172702,79.94437266338461,561.3094502617632
7.0837862931119036,27.823390422802266,1022.2437229299633,78.01925551635247,562.0337924802587
3.265260874559779,45.908257807671845,1020.7224529980887,83.45148543078189,554.5057527075413
34.78086968522247,43.54807629597131,1015.1551381533674,29.773160223815086,510.27397007564906
24.443485457985144,64.48653629924132,995.6674087358635,75.60031385347745,508.3547206552686
28.614830534045772,65.85518258716762,998.5155889927172,41.975335233258825,505.77820155929794
1.8027952775362954,27.79696828585569,1003.0261359902642,70.01602836115595,570.6102307277092
38.82648423431778,37.16177945889582,1030.0570363158026,20.98195557680573,509.29634946873574
33.46526299121645,40.08440175873948,997.7836286071383,73.50279220580634,507.3948701648867
9.28122531645277,55.118659127854514,1031.529292851955,97.48969551107017,537.527136245939
8.091173721076924,32.94833731488227,1013.5253579873138,13.924032878684462,571.7934151666162
8.152775884283919,32.36676706700002,1022.2006335962883,18.444601105037627,571.731357724615
12.865447475421972,76.9083889064377,994.9610019006255,21.127309060421247,533.4691321763692
21.465500833657277,69.23115990137796,1002.106509694916,48.75075144471711,519.4993601311276
17.845855727042515,34.93601961501437,1033.1333373681641,36.17021664397483,545.6878841708204
12.357936467723635,47.361229434802,1001.9767476118379,82.62281381866244,539.7747846346106
24.8622628941728,44.559209959166104,1003.3434774176015,52.64085152808654,522.4225425841353
6.440260565429631,68.5052240735974,998.8918823178486,53.60836084196972,540.7515552118019
12.393641292873507,53.06171040629671,995.8083149388074,74.53342911928183,528.7690997643458
15.288111888453976,32.03173553464069,1000.4965938654299,42.57720842821711,547.4623216422209
18.7867293844644,65.64456347359342,1018.904710137786,41.78865226784171,527.4524709487482
31.62186249432753,46.82883880237054,1010.4915480076604,78.12337488647324,507.7513407845689
8.787277504176028,39.46083361976809,1014.9190126352055,80.20375712530883,549.9768835853607
21.055143098130852,45.6524242111396,995.5064172944711,11.295889527953756,538.5718144110862
24.104168185619656,52.3766109983793,1026.0952401223306,22.94114282566597,527.5376041193517
2.811566096079911,43.87135340293552,1025.2842615260931,29.17883630336318,569.0216052784623
24.694249224156096,38.30481749254668,990.9715460014204,41.64404218820887,529.2743601778031
7.650440823804369,46.91761158421892,1007.2581792529637,36.230327508875774,551.3208041792253
3.537012126425901,26.054510091244403,993.0946770887017,70.16680435494489,565.9081976224982
38.00653595287999,67.48738153529726,1025.644760073673,84.53217104226624,482.7026636169697
38.65964928990782,34.40196914621722,1023.1771357406567,27.287828412042174,512.7930170064192
